name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Colorado,8/4/2011,85.3,63.5,71.3,82.7,63.5,70.9,51.6,51.8,0.007,100,4.17,rain,0,0,28.9,18.5,207.9,1012.6,71.9,21.2,218.4,18.8,7,,2011-08-04T06:01:30,2011-08-04T20:10:02,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/5/2011,89.1,57.4,72.7,85.3,57.4,71.7,47.7,48.3,0.012,100,4.17,rain,0,0,33.1,19.6,191.7,1012.6,50.2,25.3,312.7,27,9,,2011-08-05T06:02:26,2011-08-05T20:08:54,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/6/2011,90.7,62.3,76.4,86.5,62.3,75,39.6,30.5,0,0,0,,0,0,25.3,13.6,230.4,1011.3,46.1,25.5,339.5,29.4,10,,2011-08-06T06:03:21,2011-08-06T20:07:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/7/2011,93.6,58.9,77.7,89,58.9,76.1,34.7,27,0,0,0,,0,0,31.1,12.8,236.6,1009.2,29,28.5,353,30.4,10,,2011-08-07T06:04:17,2011-08-07T20:06:35,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/8/2011,90.6,59.3,74.9,86.4,59.3,73.6,31.8,23.3,0,0,0,,0,0,22.2,16.8,47.6,1009.8,28.4,28.5,348.2,29.9,10,,2011-08-08T06:05:13,2011-08-08T20:05:23,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/9/2011,92.6,63.7,76.1,88.1,63.7,74.7,43.3,40.3,0,0,0,,0,0,38,19,157.7,1008.3,33,26.5,349.2,30.1,10,,2011-08-09T06:06:09,2011-08-09T20:04:10,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/10/2011,85.3,57.4,70.6,82.4,57.4,70,51.3,56.7,0,0,0,,0,0,23,14,143.4,1010.3,62.3,10.8,340.7,29.2,10,,2011-08-10T06:07:05,2011-08-10T20:02:56,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDEN,KBKF,72469523036,KAPA,72565003017,72466693067"
Colorado,8/11/2011,91.3,61.5,76.3,87,61.5,74.9,42.7,38.5,0,0,0,,0,0,31.1,17.5,193.2,1008,46.1,24.5,321.5,27.8,10,,2011-08-11T06:08:02,2011-08-11T20:01:41,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/12/2011,86,60.5,72.7,82.9,60.5,72.1,46.2,42.3,0,0,0,,0,0,19.5,11.7,60.3,1012,35.8,17.9,325.4,27.9,10,,2011-08-12T06:08:58,2011-08-12T20:00:24,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/13/2011,89.4,58.3,73.4,86,58.3,72.8,54,54.8,0,0,0,,0,0,34.5,15.8,220.9,1014.7,36.3,17,332.6,28.6,10,,2011-08-13T06:09:54,2011-08-13T19:59:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/14/2011,88.6,61.5,74.9,85.2,61.5,74,52.1,50.3,0,0,0,,0,0,27.5,16.6,229.4,1011.9,71.3,23.7,228.5,19.8,8,,2011-08-14T06:10:51,2011-08-14T19:57:48,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/15/2011,89.9,64.1,76.4,85.9,64.1,75,44.8,37.9,0,0,0,,0,0,24.7,10.5,211.3,1008.8,49.1,25.3,299.5,25.7,9,,2011-08-15T06:11:47,2011-08-15T19:56:28,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/16/2011,86.9,60.1,71,83.6,60.1,70.5,48,47.4,0.041,100,16.67,rain,0,0,36.1,21.9,127.6,1014.1,54.1,23.1,300.8,26,10,,2011-08-16T06:12:44,2011-08-16T19:55:07,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/17/2011,91.9,61.4,75.9,87.9,61.4,74.7,50.9,47.7,0,0,0,,0,0,30,16.7,182.7,1015.5,44.4,26.9,321.8,27.9,10,,2011-08-17T06:13:40,2011-08-17T19:53:45,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/18/2011,94.6,64.3,80,89.8,64.3,78.1,38.4,30.4,0,0,0,,0,0,33.3,15.6,198.6,1011.3,59.4,27.1,262.6,22.8,9,,2011-08-18T06:14:37,2011-08-18T19:52:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/19/2011,83.2,63.6,73,81.1,63.6,72.5,43.2,37.1,0.016,100,8.33,rain,0,0,33.3,14,58.2,1010.4,77.3,23.3,193.9,17,7,,2011-08-19T06:15:33,2011-08-19T19:50:58,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/20/2011,87.7,57.4,72.2,84.3,57.4,71.4,51.4,53.9,0.004,100,4.17,rain,0,0,33.1,18.8,175,1013.4,52.2,20.1,237.4,20.5,8,,2011-08-20T06:16:30,2011-08-20T19:49:33,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/21/2011,91.5,63.2,75.9,87.6,63.2,74.9,48.8,41.7,0.002,100,4.17,rain,0,0,28.5,18.3,179.9,1013.8,67.8,19.5,278.4,24.1,9,,2011-08-21T06:17:26,2011-08-21T19:48:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/22/2011,92.5,65.7,78.4,88.2,65.7,76.8,45.2,35.3,0.007,100,4.17,rain,0,0,36.7,14.3,206.2,1012.8,58.2,20.1,284.3,24.6,9,,2011-08-22T06:18:22,2011-08-22T19:46:41,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/23/2011,94.6,66.5,80.2,89.9,66.5,78.3,41.6,30.5,0,0,0,,0,0,19.6,13,244.6,1011.6,37.4,26.5,303.5,26.2,10,,2011-08-23T06:19:19,2011-08-23T19:45:14,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/24/2011,94.8,66.1,78.2,90.2,66.1,77,41.4,28.5,0,0,0,,0,0,39,22.6,215.6,1014.2,53.7,22.9,245.1,21.1,7,,2011-08-24T06:20:15,2011-08-24T19:43:45,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/25/2011,94.3,69.2,80.9,89.7,69.2,79.1,42.8,28.5,0,0,0,,0,0,32.7,18.1,219.8,1013.2,48.5,26.9,285.2,24.7,9,,2011-08-25T06:21:11,2011-08-25T19:42:16,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/26/2011,89.8,65.9,77.2,86.1,65.9,76.2,48.1,38,0,0,0,,0,0,31.1,19.9,228.6,1016.4,76.5,22.9,221.9,19,8,,2011-08-26T06:22:07,2011-08-26T19:40:47,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/27/2011,93,63.5,77.7,88.9,63.5,76.4,48.7,39.9,0,0,0,,0,0,31.1,14.8,242.4,1015.4,54.8,24.5,282.5,24.5,9,,2011-08-27T06:23:04,2011-08-27T19:39:16,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/28/2011,91.5,67.5,77.2,87.5,67.5,76.1,47.9,38.7,0,0,0,,0,0,32.9,20.1,294.4,1012.9,66.7,21.7,222.4,19.1,8,,2011-08-28T06:24:00,2011-08-28T19:37:45,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/29/2011,85.2,59.2,72.9,82.9,59.2,72.6,54.3,55.7,0,0,0,,0,0,35.6,7.3,248,1011.2,69.6,18.2,232.2,20,8,,2011-08-29T06:24:56,2011-08-29T19:36:13,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/30/2011,89.1,63.2,76.1,85.2,63.2,74.8,43,34.8,0,0,0,,0,0,29.3,18.6,228.8,1008.5,47.2,26.5,246.1,21.3,8,,2011-08-30T06:25:52,2011-08-30T19:34:41,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,8/31/2011,93,63.9,76.8,88.5,63.9,75.5,40.9,31,0.012,100,4.17,rain,0,0,40.8,15.2,190,1008.2,44,21.9,293,25.4,9,,2011-08-31T06:26:48,2011-08-31T19:33:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/1/2011,93.4,69.4,80.9,88.8,69.4,79.1,38.3,23.6,0,0,0,,0,0,21.9,13.1,195.7,1007.7,65.3,25,246.7,21.2,8,,2011-09-01T06:27:44,2011-09-01T19:31:34,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,9/2/2011,85.7,59.2,68.9,82.9,59.2,68.6,50.2,55.6,0.084,100,16.67,rain,0,0,40.4,17.1,109.6,1011.7,70,14.3,231.9,20.2,7,,2011-09-02T06:28:40,2011-09-02T19:30:00,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/3/2011,68.9,51.9,60.7,68.9,51.9,60.7,38.2,46.6,0,0,0,,0,0,26.4,15.9,20,1018.8,40.9,17.4,287.5,24.7,9,,2011-09-03T06:29:35,2011-09-03T19:28:25,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/4/2011,76.6,47.5,60.4,76.6,44.6,60,36.7,43.3,0,0,0,,0,0,28.7,17.6,175.8,1021.5,22.9,26.8,301.8,25.9,9,,2011-09-04T06:30:31,2011-09-04T19:26:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/5/2011,87.2,51.5,70.1,83.6,51.5,69.1,29.7,28.1,0,0,0,,0,0,31.1,20.5,183,1014.6,22.3,26.1,293.1,25.3,9,,2011-09-05T06:31:27,2011-09-05T19:25:15,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/6/2011,75.3,55.7,66.2,75.3,55.7,66.2,38.9,41.3,0.119,100,16.67,rain,0,0,25.6,17,41.8,1015.6,76.6,19.5,199.1,17.1,7,,2011-09-06T06:32:23,2011-09-06T19:23:39,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/7/2011,58.1,54,56.1,58.1,54,56.1,51.4,84.4,0.025,100,4.17,rain,0,0,,14.2,97.4,1025.6,98.5,11.3,168.5,14.4,6,,2011-09-07T06:33:18,2011-09-07T19:22:02,0.34,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/8/2011,73.4,50.3,60,73.4,50.3,60,44.7,62.5,0,0,0,,0,0,17.2,9.6,151.1,1025.5,73.4,13.5,228.8,19.6,7,,2011-09-08T06:34:14,2011-09-08T19:20:26,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/9/2011,74.8,49.6,62.1,74.8,46.9,62,40.1,48.1,0,0,0,,0,0,16.1,11,101.1,1020.2,46,21,283,24.4,9,,2011-09-09T06:35:10,2011-09-09T19:18:48,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/10/2011,76.4,48.3,62.5,76.4,45.4,62.2,36.7,41.9,0,0,0,,0,0,16.1,10.4,170.8,1019.5,30.8,23.4,286.2,24.8,9,,2011-09-10T06:36:06,2011-09-10T19:17:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/11/2011,81.2,53.3,67.2,79.5,53.3,66.8,31.2,29.7,0,0,0,,0,0,17.2,12.5,210.5,1016.9,30.7,25.8,281.6,24.3,9,,2011-09-11T06:37:01,2011-09-11T19:15:33,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/12/2011,81.4,56,68.8,79.7,56,68.5,37.3,34.4,0.011,100,8.33,rain,0,0,36.9,11.8,276.4,1016.6,67.4,23.1,242.7,20.9,8,,2011-09-12T06:37:57,2011-09-12T19:13:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/13/2011,77.9,53.9,65.1,77.9,53.9,65.1,42.6,49.1,0.087,100,4.17,rain,0,0,33.3,14.6,278.1,1017.5,77.3,15.5,169.1,14.7,5,,2011-09-13T06:38:53,2011-09-13T19:12:17,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDEN,KBKF,72469523036,KAPA,72565003017,72466693067"
Colorado,9/14/2011,59.4,48.7,53.3,59.4,47.2,53.2,48.2,83.3,0.326,100,25,rain,0,0,21.9,11.9,68.9,1019.7,86.1,7.4,111.3,9.7,5,,2011-09-14T06:39:49,2011-09-14T19:10:39,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/15/2011,60.5,48.3,54,60.5,41.8,52.5,48.5,82.1,0.105,100,16.67,rain,0,0,28.9,18.3,166,1015.7,82.8,9.1,214.8,18.6,8,,2011-09-15T06:40:45,2011-09-15T19:09:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/16/2011,73.6,47.8,60.4,73.6,46.7,60.3,41.8,57.3,0.004,100,8.33,rain,0,0,,11.5,186.9,1011.9,44.4,20.2,219.8,19,8,,2011-09-16T06:41:41,2011-09-16T19:07:22,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/17/2011,73.4,51.7,59.3,73.4,51.7,59.3,43,57.6,0.164,100,16.67,rain,0,0,38,13.1,250.9,1011.2,64.8,19.9,207.9,17.9,8,,2011-09-17T06:42:37,2011-09-17T19:05:43,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/18/2011,73.7,45.6,59.7,73.7,42.6,59.1,36.2,46,0,0,0,,0,0,16.1,8.2,241.4,1018.7,44.2,25,259.8,22.4,9,,2011-09-18T06:43:33,2011-09-18T19:04:05,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/19/2011,79.1,51.6,65.5,79.1,51.6,65.5,36.4,37.6,0,0,0,,0,0,18.3,10.4,207,1016.5,37.8,25,270.8,23.2,9,,2011-09-19T06:44:29,2011-09-19T19:02:26,0.74,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/20/2011,61.5,43.7,54.7,61.5,41.3,54.2,34.2,47.3,0,0,0,,0,0,29.9,11.6,63.7,1018.3,64.4,26,255,22.1,9,,2011-09-20T06:45:25,2011-09-20T19:00:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/21/2011,64.3,44,53.1,64.3,39.4,51.4,32.9,48.7,0.032,100,12.5,rain,0,0,34.4,15.9,99.3,1021.1,62.4,20.7,241.1,20.7,8,,2011-09-21T06:46:22,2011-09-21T18:59:08,0.81,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/22/2011,74.7,39.5,57.6,74.7,35.1,55.8,28.9,44.3,0,0,0,,0,0,16.1,13.1,187.2,1020.4,30.6,24.2,258.3,22.2,8,,2011-09-22T06:47:18,2011-09-22T18:57:29,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/23/2011,81.7,50.9,66,79.4,50.9,65.7,27.5,25.6,0,0,0,,0,0,17.2,9.7,250.4,1018.9,36,25.8,262.3,22.6,8,,2011-09-23T06:48:15,2011-09-23T18:55:51,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/24/2011,82.8,53.9,68.3,80.2,53.9,67.8,32,28.3,0,0,0,,0,0,18.8,12.6,313,1014,47.1,25.3,247.8,21.5,8,,2011-09-24T06:49:11,2011-09-24T18:54:12,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/25/2011,83.5,52.7,67.6,80.8,52.7,67,35.8,34.1,0,0,0,,0,0,20,12,226.8,1009.9,24.5,26.9,223.5,19.2,7,,2011-09-25T06:50:08,2011-09-25T18:52:34,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/26/2011,85.2,58.4,70.9,82,58.4,70.2,29.6,25.5,0,0,0,,0,0,22.7,13.1,312.1,1010.3,42.3,25.3,218.8,19,7,,2011-09-26T06:51:05,2011-09-26T18:50:55,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/27/2011,81.9,53.2,67.6,80,53.2,67.3,33.1,30.1,0,0,0,,0,0,16.1,9.5,227.8,1015.8,32.4,25.3,224,19.2,8,,2011-09-27T06:52:03,2011-09-27T18:49:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/28/2011,85.8,58.4,70.9,82.5,58.4,70,29.8,24.9,0,0,0,,0,0,19.2,11.4,243.5,1013.7,36.8,26.1,247.6,21.4,8,,2011-09-28T06:53:00,2011-09-28T18:47:39,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/29/2011,64.8,48.7,56.8,64.8,44.2,56.6,31.9,39.9,0,0,0,,0,0,21.9,14.8,31.6,1024.4,36.3,16.3,237.6,20.4,8,,2011-09-29T06:53:58,2011-09-29T18:46:02,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,9/30/2011,80.7,45.7,61.3,79.2,42.3,60,31.5,36.2,0,0,0,,0,0,16.1,11.4,160.2,1020.3,15.1,25.2,239.5,20.8,8,,2011-09-30T06:54:56,2011-09-30T18:44:24,0.11,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/1/2011,84.2,53,67.3,81.2,53,66.8,33.6,31.9,0,0,0,,0,0,31.1,13.7,219.2,1016.4,32.4,24.1,223.3,19.3,8,,2011-10-01T06:55:54,2011-10-01T18:42:47,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,10/2/2011,81.7,54.6,68.4,79.6,54.6,68.1,33.5,29.4,0,0,0,,0,0,,11.3,241.4,1015.4,45.4,26.1,234.4,20.4,8,,2011-10-02T06:56:52,2011-10-02T18:41:11,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/3/2011,80.4,54.3,67.5,79,54.3,67.3,34.7,31.8,0,0,0,,0,0,,13.2,198.6,1015.2,47,26.1,214.9,18.4,7,,2011-10-03T06:57:50,2011-10-03T18:39:34,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/4/2011,80.6,57.1,67,79.8,57.1,66.8,36.1,34.1,0,0,0,,0,0,35.2,20.6,193.5,1009.5,53.5,25.3,118.6,10.2,5,,2011-10-04T06:58:49,2011-10-04T18:37:58,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/5/2011,75.2,52.2,63.7,75.2,52.2,63.7,35.4,37.7,0,0,0,,0,0,31.1,19,198.8,1002,58.1,26.1,231,19.9,8,,2011-10-05T06:59:48,2011-10-05T18:36:23,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/6/2011,74.7,49.6,61.3,74.7,45.4,61.1,28.5,29.6,0,0,0,,0,0,56.1,40.9,198.7,995.7,62.3,13.8,204.7,17.6,7,,2011-10-06T07:00:48,2011-10-06T18:34:48,0.32,Partially cloudy,Partly cloudy throughout the day.,wind,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/7/2011,65.1,41.2,52.9,65.1,34.3,50.3,13.3,22.8,0,0,0,,0,0,29.6,20.2,191.3,1006.8,53.6,22.5,227.1,19.7,8,,2011-10-07T07:01:47,2011-10-07T18:33:13,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/8/2011,54.2,33.3,39.8,54.2,23.9,32.2,34.8,85.4,0.757,100,75,"rain,snow",0,0,34.4,21.7,340.6,1014.8,98.5,6.5,170.2,14.8,7,,2011-10-08T07:02:47,2011-10-08T18:31:39,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KDEN,KBKF,KAPA,72469523036,72565003017,72466693067"
Colorado,10/9/2011,51.9,33.8,42.8,51.9,30.4,40.1,33.7,71.5,0,0,0,,0,0,18.3,10.8,38.4,1019.9,77.4,20.9,179.2,15.4,6,,2011-10-09T07:03:47,2011-10-09T18:30:06,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDEN,KBKF,KAPA,72469523036,72565003017,72466693067"
Colorado,10/10/2011,64.3,35.5,49.3,64.3,31.4,47,30.8,56.4,0,0,0,,0,0,16.1,9.7,163.8,1013.2,37.6,24.2,229,19.8,8,,2011-10-10T07:04:48,2011-10-10T18:28:33,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/11/2011,66.5,46.5,56.6,66.5,42.2,56.1,29.6,37.2,0,0,0,,0,0,26,16.2,292.4,1007.9,65.2,25.3,194.6,16.8,7,,2011-10-11T07:05:48,2011-10-11T18:27:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/12/2011,65.9,43.5,54.5,65.9,37.9,53.2,27,36.6,0,0,0,,0,0,33.3,17.2,329.8,1014.1,30.2,25.3,225.6,19.6,8,,2011-10-12T07:06:49,2011-10-12T18:25:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/13/2011,75.3,42.3,56.2,75.3,37.2,54.3,24.5,33.3,0,0,0,,0,0,25.4,17.3,222.5,1013.6,30.6,25.3,217.3,18.8,8,,2011-10-13T07:07:51,2011-10-13T18:23:59,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/14/2011,70.7,38.3,52.9,70.7,32.6,51.4,31.9,48.5,0,0,0,,0,0,71.4,9.5,248.4,1014.9,35.3,26.1,213.3,18.6,7,,2011-10-14T07:08:52,2011-10-14T18:22:29,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/15/2011,79.5,48.4,61.7,79.5,44,61,27.1,30.4,0,0,0,,0,0,19.5,13.1,189.3,1013.2,48.2,26.1,184.7,15.9,6,,2011-10-15T07:09:55,2011-10-15T18:20:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,10/16/2011,67.6,39.2,53.7,67.6,36.4,53.3,34.5,51.1,0,0,0,,0,0,27.5,11.4,351.1,1014.8,55.8,26,198.4,17.3,7,,2011-10-16T07:10:57,2011-10-16T18:19:31,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
